candle_end_time,open,high,low,close,amount,info
2005-05-26,737.100,741.350,727.240,728.700,2354869.000,
2005-05-27,726.940,736.160,723.320,724.520,3337230.000,
2005-05-30,723.100,731.860,717.820,729.070,2508440.000,
2005-05-31,729.890,737.940,728.450,731.000,2920559.000,
2005-06-01,730.120,735.560,717.680,719.030,2999509.000,
2005-06-02,716.800,718.510,697.020,701.370,4256310.000,
2005-06-03,699.420,706.880,693.550,700.430,3341610.000,
2005-06-06,699.270,717.280,693.530,717.210,3560219.000,
2005-06-07,718.400,731.750,712.140,713.620,4671380.000,
2005-06-08,729.800,775.000,720.400,772.130,14244800.000,
2005-06-09,774.300,790.390,762.370,778.580,14480800.000,
2005-06-10,777.980,777.980,761.980,766.660,10095500.000,
2005-06-13,762.000,765.600,747.420,759.920,6756939.000,
2005-06-14,761.980,772.860,753.850,754.550,6257419.000,
2005-06-15,752.300,754.460,743.550,745.220,4724389.000,
2005-06-16,745.200,757.870,742.960,757.390,5083839.000,
2005-06-17,761.090,765.330,756.190,762.180,6396260.000,
2005-06-20,764.100,781.810,759.340,780.290,8045939.000,
2005-06-21,779.890,779.890,769.310,770.290,4617269.000,
2005-06-22,768.020,774.530,766.030,774.150,4022900.000,
2005-06-23,773.580,776.210,767.750,768.330,3173400.000,
2005-06-24,766.600,772.700,764.420,772.320,3815350.000,
2005-06-27,776.600,786.480,776.600,782.380,6072550.000,
2005-06-28,779.680,779.680,773.380,775.630,3609530.000,
2005-06-29,782.570,782.880,771.420,772.020,5250680.000,
2005-06-30,770.960,770.960,755.890,758.720,4295350.000,
2005-07-01,756.240,756.240,746.740,748.050,3281980.000,
2005-07-04,744.290,747.670,738.320,747.090,2952030.000,
2005-07-05,743.720,745.980,736.240,741.210,3806800.000,
2005-07-06,742.140,744.080,732.470,734.770,2857619.000,
2005-07-07,733.870,739.210,731.650,735.550,2444909.000,
2005-07-08,733.930,733.930,725.370,727.560,2627790.000,
2005-07-11,734.720,744.930,725.580,726.910,3297889.000,
2005-07-12,724.160,756.250,721.850,753.060,7264520.000,
2005-07-13,751.890,754.100,745.840,748.550,3964950.000,
2005-07-14,746.670,759.270,745.070,753.640,4195500.000,
2005-07-15,752.860,757.790,744.930,748.520,3338830.000,
2005-07-18,746.770,750.760,743.130,746.920,2937650.000,
2005-07-19,745.290,752.140,743.540,747.480,3156550.000,
2005-07-20,747.590,755.660,744.990,753.550,3900030.000,
2005-07-21,753.450,757.380,750.740,756.980,3574119.000,
2005-07-22,761.120,774.800,756.330,768.720,10027400.000,
2005-07-25,767.300,770.330,764.160,764.650,4065980.000,
2005-07-26,764.600,785.240,764.600,780.750,9982260.000,
2005-07-27,781.080,792.740,780.450,792.490,7873260.000,
2005-07-28,792.550,797.400,787.860,789.850,7084350.000,
2005-07-29,788.740,792.450,785.780,788.630,5635019.000,
2005-08-01,788.220,796.520,786.880,790.000,4227430.000,
2005-08-02,790.310,797.530,787.820,797.350,4606460.000,
2005-08-03,798.390,805.120,797.050,797.740,7745970.000,
2005-08-04,796.070,798.530,792.620,795.150,4620919.000,
2005-08-05,798.200,812.660,797.880,812.330,6853860.000,
2005-08-08,814.120,818.980,811.360,812.720,6508900.000,
2005-08-09,811.900,815.120,806.510,814.610,5508800.000,
2005-08-10,814.670,822.240,812.880,822.160,7003220.000,
2005-08-11,822.570,832.890,821.710,832.240,9549260.000,
2005-08-12,833.960,834.980,817.790,822.330,10085200.000,
2005-08-15,832.150,839.870,826.460,839.510,9933650.000,
2005-08-16,840.070,842.840,824.450,828.230,8278170.000,
2005-08-17,828.220,834.030,817.850,833.840,7151729.000,
2005-08-18,841.700,843.320,812.010,814.290,15465800.000,
2005-08-19,813.110,820.780,809.220,817.680,8313829.000,
2005-08-22,819.360,824.770,814.640,823.080,8259900.000,
2005-08-23,823.200,823.450,811.140,818.050,6462630.000,
2005-08-24,818.190,830.540,818.190,825.450,7428820.000,
2005-08-25,825.550,828.740,816.440,823.580,6891050.000,
2005-08-26,823.760,825.000,817.870,822.200,5969519.000,
2005-08-29,821.790,822.490,808.490,811.310,5781239.000,
